id,loan_status
58645,0.9958995670995671
58646,0.0076703463203463195
58647,0.46913068215753995
58648,0.003371825396825397
58649,0.043998853923853935
58650,0.9848819051132909
58651,0.002113888888888889
58652,0.0013412861648155767
58653,0.27081561755667777
58654,0.00245491452991453
58655,0.058460763505500356
58656,0.08267399112325582
58657,0.02922620188119414
58658,0.0011944444444444444
58659,0.0029422369297369294
58660,0.08904414766090461
58661,0.004689560439560441
58662,0.0004
58663,0.021245082695082698
58664,0.006596103896103897
58665,0.01213296980796981
58666,0.03554724785018904
58667,0.0002
58668,0.01140421384171384
58669,0.001978571428571428
58670,0.0
58671,0.23758358202255261
58672,0.0
58673,0.9737411706757299
58674,0.01484313088871913
58675,0.0064057914307914295
58676,0.42131868616849244
58677,0.023976055888555888
58678,0.005706360306360307
58679,0.11821425437737362
58680,0.9713535054814468
58681,0.02508996424542091
58682,0.0
58683,0.0
58684,0.2289662741884879
58685,0.1154517726167881
58686,0.05713207718923668
58687,0.4471925527087292
58688,0.04837594072594072
58689,0.25064351350403985
58690,0.0
58691,0.00819409242718066
58692,0.007300324675324676
58693,0.001125
58694,0.028228164727429426
58695,0.9784301698301705
58696,0.017953436840936837
58697,0.00845626318126318
58698,0.006463744588744589
58699,0.0052072066822066825
58700,0.0003068181818181818
58701,0.0015365800865800865
58702,0.00515501687854629
58703,0.07978236942795769
58704,0.35251123587454875
58705,0.24538069569319565
58706,0.27737560682781254
58707,0.007523215673215672
58708,0.0026454248366013073
58709,0.9740433968808972
58710,0.09611938829144712
58711,0.9975619047619049
58712,0.0990018931232167
58713,0.0024352941176470585
58714,0.027610172180760423
58715,0.0002
58716,0.27355470348794647
58717,0.02110934898434898
58718,0.17821419777762662
58719,0.0005
58720,0.0004935590725064409
58721,0.09125194666874238
58722,0.20291641732020985
58723,0.03235178930546578
58724,0.02145617650323532
58725,0.01307514968691439
58726,0.016961449515396885
58727,0.07839230434598085
58728,0.14200344949168475
58729,0.23612409747115629
58730,0.0033085497835497833
58731,0.00350728021978022
58732,0.18432994195347127
58733,0.0
58734,0.0422693278943279
58735,0.002517216117216117
58736,0.06976403171991412
58737,0.01286051171051171
58738,0.9473297737393327
58739,0.015987018537018532
58740,0.9971628205128206
58741,0.022035323010323005
58742,0.013612483186747893
58743,0.010758391445156147
58744,0.0022295454545454545
58745,0.004962648462648463
58746,0.01889848346098346
58747,0.009520526695526697
58748,0.0006103896103896104
58749,0.04235634643134643
58750,0.0053076923076923075
58751,0.016856399972576444
58752,0.9754842997688585
58753,0.0
58754,0.054810534318622574
58755,0.07158066905145084
58756,0.019349425574425573
58757,0.020271258153611093
58758,0.0038969696969696974
58759,0.0005
58760,0.01631156621156621
58761,0.013927435064935066
58762,0.0008166666666666666
58763,0.9920389851978084
58764,0.015677380952380953
58765,0.013085268897768898
58766,0.0007619047619047618
58767,0.0004326923076923077
58768,0.9847068334443333
58769,0.007536757686757685
58770,0.012920274170274169
58771,0.05171318061023941
58772,0.01147243312243312
58773,0.014009456230044466
58774,0.0017199134199134196
58775,0.9761527326517652
58776,0.9307713916802155
58777,0.006915367965367965
58778,0.00316025641025641
58779,0.012600245669363318
58780,0.006014828308945956
58781,0.055692833228862676
58782,0.10032579544638366
58783,0.10208256204579741
58784,0.0008603896103896105
58785,0.0018532467532467532
58786,0.06352857978794513
58787,0.018931136918636918
58788,0.17180961115338064
58789,0.031200543900543894
