id,loan_status
58645,0.9925149274959645
58646,0.04086275915529372
58647,0.4822088729248602
58648,0.016442171749640425
58649,0.09563494426329769
58650,0.9572088830697002
58651,0.006641651493600095
58652,0.009263904836462966
58653,0.2551616077830782
58654,0.015452743034967268
58655,0.05544504591070635
58656,0.12774886338957428
58657,0.04004401212728574
58658,0.003645801926644672
58659,0.02037741990337825
58660,0.10545179503686754
58661,0.013042098278636404
58662,0.0021666666666666666
58663,0.02630623461693225
58664,0.009555751965653869
58665,0.02567987488027932
58666,0.04133111772892745
58667,0.0008786946559608052
58668,0.012237024839947992
58669,0.013027327166975432
58670,0.0
58671,0.21172061819261168
58672,0.0
58673,0.9695522597648085
58674,0.010624390276767186
58675,0.019353409978004384
58676,0.48714507502533577
58677,0.017346421544392244
58678,0.005623666384813568
58679,0.15953428710414946
58680,0.957422552375738
58681,0.04423078452359303
58682,0.0
58683,0.004652941176470589
58684,0.17401056342664287
58685,0.14979807302054982
58686,0.05703968993774445
58687,0.34926647028633667
58688,0.053010485873950734
58689,0.1734373136157826
58690,0.0005263157894736842
58691,0.02301952145254287
58692,0.02056639622160796
58693,0.0019451501461967746
58694,0.04933891939783536
58695,0.9708310680762305
58696,0.04888079516038923
58697,0.04427784799682006
58698,0.022093594213747396
58699,0.01854938297031524
58700,0.002878137373916432
58701,0.008312732474989471
58702,0.02194095426817641
58703,0.09104079507211889
58704,0.2577232567681398
58705,0.157785422971494
58706,0.21462625166449442
58707,0.009598887199606844
58708,0.017129778975578783
58709,0.9902589077589079
58710,0.06357850531641607
58711,0.9947854489164086
58712,0.06728005947312284
58713,0.006422426678603011
58714,0.0448382323775317
58715,0.001153846153846154
58716,0.1429838311477067
58717,0.014124798248647817
58718,0.08662316347732336
58719,1.8181818181818182e-05
58720,0.0017316017316017316
58721,0.09403162026482371
58722,0.27433006906138085
58723,0.052770852069714644
58724,0.01729961225513503
58725,0.01753458184864316
58726,0.006469558628429553
58727,0.16136338534535016
58728,0.14544157435841273
58729,0.06059356772293484
58730,0.012449747290220435
58731,0.016260902829696996
58732,0.16441811861410746
58733,0.0
58734,0.026292616046997345
58735,0.016509363575125086
58736,0.11220525333032327
58737,0.04551284434955309
58738,0.943688960890355
58739,0.04952359404619645
58740,0.9957099567099568
58741,0.05613618317856905
58742,0.010525617356535117
58743,0.034805877937091896
58744,0.009275739863209452
58745,0.004011077336252155
58746,0.05456340823390907
58747,0.01464449174029265
58748,0.0020666666666666667
58749,0.04028757655498204
58750,0.01945710014678127
58751,0.03240396598089987
58752,0.9898328833447256
58753,0.0
58754,0.1015115763964387
58755,0.07384764981222541
58756,0.01732389468909302
58757,0.025454337015938328
58758,0.0017956802920893137
58759,0.001153846153846154
58760,0.009501167691957165
58761,0.032259116954284905
58762,0.004189508235229266
58763,0.985724841988077
58764,0.004255855638614259
58765,0.024722833942232705
58766,0.009113810347850549
58767,0.019043434284767465
58768,0.9855713233987983
58769,0.005550323206205559
58770,0.0444475818331154
58771,0.1057320698924291
58772,0.020253366775082285
58773,0.05196017024909451
58774,0.01880795996264333
58775,0.9729941603816199
58776,0.8449168164835418
58777,0.011413371578914398
58778,0.007258484358202033
58779,0.03724024637739591
58780,0.020830618302516153
58781,0.04430418169440809
58782,0.19395393738429084
58783,0.11593243458336797
58784,0.005538765614836477
58785,0.0019374543375384578
58786,0.06209288712333742
58787,0.040154530222866
58788,0.1183396830701447
58789,0.0663294695209326
58790,0.03308128306262989
58791,0.15578232399891195
58792,0.0005555555555555556
58793,0.07654113210278686
58794,0.020987841041095554
58795,0.028889830105732234
58796,0.0269370957956238
58797,0.0563479503077278
58798,0.06423143539185044
58799,0.9508709454771294
58800,0.047632894046466125
58801,0.006513966423863449
58802,0.9418922156584765
58803,0.22423512500166307
58804,0.30009585504178965
58805,0.9892701767205736
58806,0.04507680017622648
58807,0.009896884046665123
58808,0.018087152937034418
58809,0.9730488554960687
58810,0.9819832362810756
58811,0.021147822912321125
58812,0.10471845669425436
58813,0.0915359856726813
58814,0.013778452208938571
58815,0.006795306001188355
58816,0.035089716526304
58817,0.0010714285714285713
58818,0.03322205938585255
58819,0.07565696389018012
58820,2.2988505747126437e-05
58821,0.04783024192921766
58822,0.0003448275862068965
58823,0.18848734662725974
58824,0.04009854643072638
58825,0.007527930402930403
58826,0.13744350604205055
58827,0.02986912703868525
58828,0.013937942119314171
58829,0.06634395188339404
58830,0.02238275108673901
58831,0.1370878813000121
58832,0.025680878237081067
58833,0.0029973474801061007
58834,0.010800361579309066
58835,0.9916490059184179
58836,0.07583313955533456
58837,0.08580733521090987
58838,0.028625373280502756
58839,0.0
58840,0.0026156060714884245
58841,0.9968951093951094
58842,0.008365636023236533
58843,0.013696987015910697
58844,0.09709570786329656
58845,0.0930591615508148
58846,0.0
58847,0.9697050088851831
58848,0.11817297301088231
58849,0.11713227275769393
58850,0.015397179422525976
58851,0.06746707295255523
58852,0.2171838440711931
58853,0.05001516291733722
