id,loan_status
58645,0.9984871406959153
58646,0.02264908256880734
58647,0.3547008547008547
58648,0.04272186743008148
58649,0.06851311953352769
58650,0.9505851755526658
58651,0.037037037037037035
58652,0.017008504252126064
58653,0.20440881763527055
58654,0.02264908256880734
58655,0.04871447902571042
58656,0.09780170480035891
58657,0.05776173285198556
58658,0.0008802816901408451
58659,0.016129032258064516
58660,0.02127659574468085
58661,0.021712412945514133
58662,0.0021164021164021165
58663,0.04272186743008148
58664,0.0
58665,0.07352941176470588
58666,0.02264908256880734
58667,0.00978314038806457
58668,0.00978314038806457
58669,0.013140604467805518
58670,0.0006909258406264394
58671,0.09780170480035891
58672,0.0006909258406264394
58673,0.9778051787916153
58674,0.0006909258406264394
58675,0.017008504252126064
58676,0.24269005847953215
58677,0.0374331550802139
58678,0.00978314038806457
58679,0.20440881763527055
58680,0.9711168164313222
58681,0.04272186743008148
58682,0.0006909258406264394
58683,0.0
58684,0.3939393939393939
58685,0.12612612612612611
58686,0.016129032258064516
58687,0.14565217391304347
58688,0.00978314038806457
58689,0.24269005847953215
58690,0.0006909258406264394
58691,0.04272186743008148
58692,0.04272186743008148
58693,0.00978314038806457
58694,0.05154639175257732
58695,0.9689922480620154
58696,0.04272186743008148
58697,0.06851311953352769
58698,0.006211180124223602
58699,0.010878661087866108
58700,0.00978314038806457
58701,0.037037037037037035
58702,0.04272186743008148
58703,0.01634877384196185
58704,0.23275862068965517
58705,0.0684931506849315
58706,0.23275862068965517
58707,0.013140604467805518
58708,0.04272186743008148
58709,0.9897070467141726
58710,0.19298245614035087
58711,0.9897070467141726
58712,0.07632263660017347
58713,0.00978314038806457
58714,0.02127659574468085
58715,0.0006909258406264394
58716,0.3177570093457944
58717,0.021712412945514133
58718,0.164
58719,0.0006909258406264394
58720,0.0006909258406264394
58721,0.053003533568904596
58722,0.3056768558951965
58723,0.016129032258064516
58724,0.02264908256880734
58725,0.017008504252126064
58726,0.013140604467805518
58727,0.164
58728,0.12612612612612611
58729,0.00978314038806457
58730,0.0021164021164021165
58731,0.016129032258064516
58732,0.16901408450704225
58733,0.0006909258406264394
58734,0.013140604467805518
58735,0.006389776357827476
58736,0.09350935093509351
58737,0.09107806691449814
58738,0.9897070467141726
58739,0.011450381679389313
58740,0.962671905697446
58741,0.07632263660017347
58742,0.017008504252126064
58743,0.04272186743008148
58744,0.017008504252126064
58745,0.0008802816901408451
58746,0.0576036866359447
58747,0.017008504252126064
58748,0.008032128514056224
58749,0.05154639175257732
58750,0.04272186743008148
58751,0.04272186743008148
58752,0.9505851755526658
58753,0.007906626506024096
58754,0.01634877384196185
58755,0.07632263660017347
58756,0.0006909258406264394
58757,0.02264908256880734
58758,0.0008802816901408451
58759,0.0006909258406264394
58760,0.0006909258406264394
58761,0.006389776357827476
58762,0.02264908256880734
58763,0.9894319682959049
58764,0.0006909258406264394
58765,0.0
58766,0.010878661087866108
58767,0.0
58768,0.9711168164313222
58769,0.007906626506024096
58770,0.016129032258064516
58771,0.053003533568904596
58772,0.016129032258064516
58773,0.04272186743008148
58774,0.02264908256880734
58775,0.9505851755526658
58776,0.9506578947368421
58777,0.021712412945514133
58778,0.013140604467805518
58779,0.04272186743008148
58780,0.017008504252126064
58781,0.006389776357827476
58782,0.16990291262135923
58783,0.05952380952380952
58784,0.013140604467805518
58785,0.00978314038806457
58786,0.04728789986091794
58787,0.0374331550802139
58788,0.12612612612612611
58789,0.008333333333333333
58790,0.05776173285198556
58791,0.12612612612612611
58792,0.0006909258406264394
58793,0.07352941176470588
58794,0.04272186743008148
58795,0.0374331550802139
58796,0.0
58797,0.04743083003952569
58798,0.04272186743008148
58799,0.9689922480620154
58800,0.05154639175257732
58801,0.0006909258406264394
58802,0.9505851755526658
58803,0.3177570093457944
58804,0.3056768558951965
58805,0.9689922480620154
58806,0.09107806691449814
58807,0.00978314038806457
58808,0.02264908256880734
58809,0.9711168164313222
58810,0.9623389494549058
58811,0.017008504252126064
58812,0.14960629921259844
58813,0.04883720930232558
58814,0.0
58815,0.01592356687898089
58816,0.05776173285198556
58817,0.0006909258406264394
58818,0.01634877384196185
58819,0.09350935093509351
58820,0.0006909258406264394
58821,0.016129032258064516
58822,0.007906626506024096
58823,0.2155688622754491
58824,0.017008504252126064
58825,0.0006909258406264394
58826,0.164
58827,0.012422360248447204
58828,0.008333333333333333
58829,0.04272186743008148
58830,0.017008504252126064
58831,0.04272186743008148
58832,0.010878661087866108
58833,0.0006909258406264394
58834,0.017008504252126064
58835,0.9711168164313222
58836,0.0948905109489051
58837,0.06010016694490818
58838,0.00978314038806457
58839,0.0006909258406264394
58840,0.007906626506024096
58841,0.9897070467141726
58842,0.017008504252126064
